id,category,intent,question,answer,keywords,language,source_url,last_reviewed,priority
zain-0094,products,nozzle,Do you sell a bike wash or pressure nozzle?,"The documented nozzle price is Rs 1,000. The same product may be called a nozzle, bike-wash nozzle, or pressure nozzle.","nozzle,bike wash nozzle,pressure nozzle,Rs 1000,price,alias",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0095,glove_deal,glove_price,What is the Glove Deal price?,"The Glove Deal costs Rs 1,000. Delivery is separate: use the documented area-wise charge for the destination.","Glove Deal,price,Rs 1000,delivery separate,package",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0096,glove_deal,glove_price,Glove package kitne ka hai?,"The Glove Deal costs Rs 1,000. Delivery is separate: use the documented area-wise charge for the destination.","Glove Deal,price,Rs 1000,delivery separate,package",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0097,glove_deal,glove_contents,What is included in the Glove Deal?,"The documented Glove Deal contains six product groups: Glove, Large Brush, Nozzle, Shampoo, Round Brush, and a 3-piece Metallic Brush set.","Glove Deal,6 items,Glove,Large Brush,Bara Brush,Nozzle,Shampoo,Round Brush,Gol Brush,3-piece Metallic Brush",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0098,glove_deal,glove_contents,Glove Deal ki 6 cheezain kya hain?,"The documented Glove Deal contains six product groups: Glove, Large Brush, Nozzle, Shampoo, Round Brush, and a 3-piece Metallic Brush set.","Glove Deal,6 items,Glove,Large Brush,Bara Brush,Nozzle,Shampoo,Round Brush,Gol Brush,3-piece Metallic Brush",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0099,glove_deal,glove_customization,Can I replace an item in the Glove Deal?,"No. The document says the Glove Deal cannot be changed and is sold as the complete Rs 1,000 package.","Glove Deal,no changes,replace,swap,customize,complete package,Rs 1000",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0100,glove_deal,glove_customization,Can the Glove Deal be changed?,"No. The document says the Glove Deal cannot be changed and is sold as the complete Rs 1,000 package.","Glove Deal,no changes,replace,swap,customize,complete package,Rs 1000",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0101,deals,glove_detailing_combo,Can I order the Glove and Detailing deals together?,"Yes. The two deals cost Rs 2,000 in total before delivery. The document gives Rs 350 delivery for this example, while its area-wise rule gives Rs 300 for Rawalpindi/Islamabad and Rs 350 elsewhere; confirm the destination and apply the area-wise rate.","Glove Deal,Detailing Deal,combo,Rs 2000,one delivery charge,Rs 300,Rs 350",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0102,deals,glove_detailing_combo,Glove plus Detailing Deal total kya hai?,"Yes. The two deals cost Rs 2,000 in total before delivery. The document gives Rs 350 delivery for this example, while its area-wise rule gives Rs 300 for Rawalpindi/Islamabad and Rs 350 elsewhere; confirm the destination and apply the area-wise rate.","Glove Deal,Detailing Deal,combo,Rs 2000,one delivery charge,Rs 300,Rs 350",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0103,rubber_deal,rubber_price,What is the Rubber Deal price?,"The Rubber Deal costs Rs 1,000. It is also called the Red Deal or Blue Deal.","Rubber Deal,Red Deal,Blue Deal,Rs 1000,price,alias",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0104,rubber_deal,rubber_price,Red or Blue Deal kitne ka hai?,"The Rubber Deal costs Rs 1,000. It is also called the Red Deal or Blue Deal.","Rubber Deal,Red Deal,Blue Deal,Rs 1000,price,alias",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0105,rubber_deal,rubber_aliases,What are the Red Deal and Blue Deal?,"Yes. In the document, Red Deal and Blue Deal are alternate names for the Rubber Deal. When a customer asks for either name, provide the Rubber Deal information.","Red Deal,Blue Deal,Rubber Deal,same deal,alias,suggest",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0106,rubber_deal,rubber_aliases,Is the Blue Deal the same as the Rubber Deal?,"Yes. In the document, Red Deal and Blue Deal are alternate names for the Rubber Deal. When a customer asks for either name, provide the Rubber Deal information.","Red Deal,Blue Deal,Rubber Deal,same deal,alias,suggest",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0107,rubber_deal,rubber_compatibility,Does the Rubber Deal fit CD 70 or CG 125?,"The document says the Rubber Deal supplies complete rubbers for both CD 70 and CG 125. It does not provide model-year or variant compatibility, so confirm exact fit with the team before purchase when that matters.","Rubber Deal,CD 70,CG 125,compatibility,bike model,fit",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0108,rubber_deal,rubber_compatibility,Which bikes is the Rubber Deal for?,"The document says the Rubber Deal supplies complete rubbers for both CD 70 and CG 125. It does not provide model-year or variant compatibility, so confirm exact fit with the team before purchase when that matters.","Rubber Deal,CD 70,CG 125,compatibility,bike model,fit",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0109,rubber_deal,rubber_contents,What is included in the Rubber Deal?,"The Rubber Deal includes Footbar Rubbers, a 6-piece Rubber Kit, Chain Cover Nuts, four Handle Nuts, Shock Reflectors, and a Keychain.","Rubber Deal,Red Deal,Blue Deal,Footbar Rubbers,Rubber Kit 6 pieces,Chain Cover Nuts,Handle Nuts 4 pieces,Shock Reflectors,Keychain",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0110,rubber_deal,rubber_contents,Red/Blue Deal mein kya items hain?,"The Rubber Deal includes Footbar Rubbers, a 6-piece Rubber Kit, Chain Cover Nuts, four Handle Nuts, Shock Reflectors, and a Keychain.","Rubber Deal,Red Deal,Blue Deal,Footbar Rubbers,Rubber Kit 6 pieces,Chain Cover Nuts,Handle Nuts 4 pieces,Shock Reflectors,Keychain",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0111,lighting,remote_flashers_price,What is the price of white remote flashers?,"The documented price for white remote flashers is Rs 1,700.","white remote flashers,flashers,lights,Rs 1700,price",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0112,lighting,remote_flashers_price,Remote flashers kitne ke hain?,"The documented price for white remote flashers is Rs 1,700.","white remote flashers,flashers,lights,Rs 1700,price",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0113,lighting,remote_flashers_variants,Which remote-flasher variants are available?,The document lists two remote-flasher variants: Only White and Red + Blue. It separately states that 2-in-1 and 3-in-1 remote flashers are out of stock.,"remote flashers,Only White,Red Blue,variants,2-in-1,3-in-1,out of stock",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0114,lighting,remote_flashers_variants,Do remote flashers come in red and blue?,The document lists two remote-flasher variants: Only White and Red + Blue. It separately states that 2-in-1 and 3-in-1 remote flashers are out of stock.,"remote flashers,Only White,Red Blue,variants,2-in-1,3-in-1,out of stock",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0115,lighting,flashers_out_of_stock,Are 2-in-1 or 3-in-1 remote flashers available?,"No. The document marks both 2-in-1 and 3-in-1 remote flashers as out of stock. Because stock can change, a human team member must confirm any later availability.","2-in-1,3-in-1,2in1,3in1,remote flashers,out of stock,availability check",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0116,lighting,flashers_out_of_stock,Do you have 2in1 flashers?,"No. The document marks both 2-in-1 and 3-in-1 remote flashers as out of stock. Because stock can change, a human team member must confirm any later availability.","2-in-1,3-in-1,2in1,3in1,remote flashers,out of stock,availability check",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0117,safety,unknown_answer,What should the bot do when the answer is not in this knowledge base?,"Do not guess. Tell the customer: “I don’t have verified information for that in the Zain Bike Center knowledge base. I’m assigning this chat to a human agent, who will reply as soon as possible.” Do not invent a price, stock status, compatibility, policy, timeline, or order status.","unknown,not documented,do not guess,human agent,escalate,no hallucination,verified information",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0118,safety,unknown_answer,I asked something that is not documented.,"Do not guess. Tell the customer: “I don’t have verified information for that in the Zain Bike Center knowledge base. I’m assigning this chat to a human agent, who will reply as soon as possible.” Do not invent a price, stock status, compatibility, policy, timeline, or order status.","unknown,not documented,do not guess,human agent,escalate,no hallucination,verified information",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0119,safety,live_order_boundary,Can the chatbot confirm my live order or tracking status?,"No. This static knowledge base has no live order or courier access. Collect only the documented lookup details—name, phone number, address, and city—through an official channel and assign the request to the team for a manual check. Never fabricate a status or tracking ID.","live order,tracking status,no access,manual check,name,phone,address,city,never fabricate",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0120,safety,live_order_boundary,Can you see where my parcel is right now?,"No. This static knowledge base has no live order or courier access. Collect only the documented lookup details—name, phone number, address, and city—through an official channel and assign the request to the team for a manual check. Never fabricate a status or tracking ID.","live order,tracking status,no access,manual check,name,phone,address,city,never fabricate",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0121,safety,price_stock_verification,Should the bot assume an unlisted price or current stock?,"No. State only prices and stock statuses explicitly documented here. For an unlisted product, changed price, or current availability, ask the human team to verify. A historical document is not proof of live stock.","price,stock,current availability,verify,historical document,do not assume,human team",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0122,safety,price_stock_verification,Is every listed product definitely in stock today?,"No. State only prices and stock statuses explicitly documented here. For an unlisted product, changed price, or current availability, ask the human team to verify. A historical document is not proof of live stock.","price,stock,current availability,verify,historical document,do not assume,human team",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0123,safety,conflicting_information,What should the bot do if two knowledge-base details conflict?,"Use the most specific documented rule and explain the conflict rather than hiding it. For delivery, use the area-wise rule—Rs 300 for Rawalpindi/Islamabad and Rs 350 elsewhere—after confirming the city. If staff, checkout, or another source differs, pause and ask a human team member to confirm before taking payment.","conflict,delivery charge,area-wise,specific rule,Rs 300,Rs 350,human confirmation,no guessing",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0124,safety,conflicting_information,How should conflicting delivery charges be handled?,"Use the most specific documented rule and explain the conflict rather than hiding it. For delivery, use the area-wise rule—Rs 300 for Rawalpindi/Islamabad and Rs 350 elsewhere—after confirming the city. If staff, checkout, or another source differs, pause and ask a human team member to confirm before taking payment.","conflict,delivery charge,area-wise,specific rule,Rs 300,Rs 350,human confirmation,no guessing",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0125,safety,sensitive_information,Will support ask for my OTP or PIN?,"Never share an OTP, PIN, password, CVV, or full card or wallet credentials. For order lookup, the document asks only for name, phone number, address, and city. Send information only through an official Zain Bike Center channel.","OTP,PIN,password,CVV,sensitive information,order lookup,official channel,privacy",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0126,safety,sensitive_information,What payment details should I never share?,"Never share an OTP, PIN, password, CVV, or full card or wallet credentials. For order lookup, the document asks only for name, phone number, address, and city. Send information only through an official Zain Bike Center channel.","OTP,PIN,password,CVV,sensitive information,order lookup,official channel,privacy",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0127,safety,source_scope,What information can this chatbot safely answer?,"Answer only from the supplied Zain Bike Center document. Clearly label missing or time-sensitive details, never claim live order/stock access, never create policies or guarantees not in the source, and escalate unknown, conflicting, account-specific, or current-availability questions to a human agent.","source grounded,anti hallucination,document only,missing details,time sensitive,live access,escalate,human agent",en,Zain Bike Center Knowledge.docx,2026-08-01,high
zain-0128,safety,source_scope,How does the bot prevent hallucinations?,"Answer only from the supplied Zain Bike Center document. Clearly label missing or time-sensitive details, never claim live order/stock access, never create policies or guarantees not in the source, and escalate unknown, conflicting, account-specific, or current-availability questions to a human agent.","source grounded,anti hallucination,document only,missing details,time sensitive,live access,escalate,human agent",en,Zain Bike Center Knowledge.docx,2026-08-01,high
